id,nombre,categoria,pais,cantidad,precioUnitario,fecha,metodoPago
915,Mesh Laundry Bags Set,Home,Bulgaria,6,820.06,2025-03-04,TRANSFERENCIA
916,Salsa Verde,Food - Condiments,France,17,938.32,2026-02-11,TRANSFERENCIA
917,Multi-Functional Rice Cooker,Kitchen,Portugal,5,117.21,2026-02-15,BIZUM
918,Guitar Tuner,Music,Philippines,8,237.48,2025-04-30,BIZUM
919,Puffed Rice Cake,Food - Snacks,Japan,5,137.79,2025-04-28,BIZUM
920,Vegetarian Stir Fry Sauce,Food - Condiments,El Salvador,2,194.2,2025-06-13,TRANSFERENCIA
921,Cheesy Broccoli Soup Mix,Food - Soups,Canada,8,941.97,2025-07-29,BIZUM
922,Kids' Art Easel,Toys,Russia,5,94.32,2025-07-25,TRANSFERENCIA
923,Cotton Tote Bag Set,Accessories,Indonesia,1,249.12,2026-03-01,BIZUM
924,Classic Beef Chili,Food - Canned Goods,Finland,13,199.85,2025-07-30,TRANSFERENCIA
925,Cacao Powder,Food - Baking,Japan,9,304.6,2026-02-21,TRANSFERENCIA
926,Workstation Laptop Stand,Office,Portugal,7,108.72,2025-07-05,BIZUM
927,Quality Chef Apron,Kitchen,Portugal,15,212.47,2025-05-09,TARJETA
928,Puff Pastry,Food - Bakery,Japan,10,347.8,2025-03-03,BIZUM
929,Pasta (Linguine),Food - Pasta,Indonesia,6,404.57,2025-02-02,TRANSFERENCIA
930,Compact Portable Grill,Outdoor,Croatia,17,75.45,2026-02-25,TARJETA
931,Frozen Mixed Berries,Food - Frozen Foods,China,14,502.05,2025-12-17,BIZUM
932,Mini Projector for Smartphones,Electronics,Philippines,2,388.77,2025-12-14,TARJETA
933,Personalized Keychain,Accessories,Russia,15,429.63,2025-09-04,BIZUM
934,Cucumber Relish,Food - Condiments,Indonesia,11,766.4,2025-09-20,TRANSFERENCIA
935,Mechanical Pencil Set,Office,China,8,209.69,2025-06-02,TARJETA
936,Peanut Butter Pretzel Nuggets,Food - Snacks,Mexico,20,708.35,2026-03-21,TRANSFERENCIA
937,Spinach and Cheese Quiche,Food - Prepared Meals,Armenia,5,209.14,2025-12-24,BIZUM
938,Apple Pie Filling,Food - Canned Goods,Japan,6,287.45,2025-04-19,TRANSFERENCIA
939,Gluten-Free Bread,Food - Bakery,France,13,450.78,2025-11-01,TARJETA
940,Insulated Lunch Bag,Kitchen,Indonesia,18,996.75,2025-08-11,TARJETA
941,Garam Masala Spice Blend,Food - Spices,United States,14,17.62,2025-08-11,TRANSFERENCIA
942,Folding Exercise Bike,Fitness,China,5,406.29,2026-02-01,TARJETA
943,Outdoor Folding Table,Outdoor,Brazil,4,169.82,2025-11-30,BIZUM
944,Eco-Friendly Cleaning Cloths,Home,Peru,15,50.47,2025-04-05,BIZUM
945,Peach Slices in Syrup,Food - Canned Goods,Peru,16,879.49,2025-05-30,TRANSFERENCIA
946,Stainless Steel BBQ Grill Set,Outdoor,Malaysia,17,651.13,2025-04-24,BIZUM
947,Samoas Cookie Mix,Food - Baking,Philippines,2,423.53,2026-01-24,TARJETA
948,Travel Laundry Bag,Travel,Indonesia,6,64.43,2025-04-18,TARJETA
949,Wine Decanter,Home,Indonesia,15,138.73,2025-06-08,TRANSFERENCIA
950,Essential Oil Roller Bottles,Health,Pakistan,10,507.49,2025-10-23,TRANSFERENCIA
951,Pet Camera with Treat Dispenser,Pets,Azerbaijan,12,572.72,2025-09-19,TARJETA
952,Dog Training Clicker,Pets,Serbia,3,102.84,2025-07-10,TRANSFERENCIA
953,USB Wall Charger,Accessories,France,16,457.14,2025-09-05,TRANSFERENCIA
954,Creamy Garlic Dressing,Food - Condiments,China,10,237.86,2025-08-15,BIZUM
955,Pet Hair Remover,Pets,China,20,903.65,2025-08-20,TARJETA
956,Cabbage Slaw Mix,Food - Vegetables,United States,2,278.21,2025-11-30,TRANSFERENCIA
957,Kids' Building Blocks,Toys,China,9,573.99,2025-08-03,TARJETA
958,LED Christmas Tree Lights,Home,Norway,16,495.27,2025-11-13,TARJETA
959,Honey Garlic Sauce,Food - Sauces,Colombia,5,831.62,2025-12-05,TARJETA
960,Fleece Lined Leggings,Clothing,Ukraine,14,666.69,2026-03-20,BIZUM
961,Pear and Gorgonzola Salad,Food - Salads,Cuba,13,811.31,2026-02-13,TRANSFERENCIA
962,Nutty Granola Clusters,Food - Cereal,Portugal,15,38.79,2025-05-05,TRANSFERENCIA
963,Multifunctional Pocket Tool,Tools,Czech Republic,12,559.63,2026-03-17,BIZUM
964,Cocktail Shaker and Mixing Glass Set,Kitchen,Philippines,3,402.27,2025-04-20,BIZUM
965,Chocolate Peanut Butter Cups,Food - Snacks,Indonesia,10,507.76,2025-12-20,TARJETA
966,Multicolored LED Strip Lights,Home,Belarus,17,812.87,2025-01-10,TARJETA
967,Chipotle Seasoning Blend,Food - Spices,Indonesia,15,386.05,2026-02-07,TARJETA
968,Linen Trousers,Clothing - Bottoms,China,11,704.94,2025-06-12,TARJETA
969,Fitness Mat,Fitness,Indonesia,20,745.37,2025-05-10,BIZUM
970,LED Flashing Pet Collar,Pets,United States,10,653.26,2025-10-14,TRANSFERENCIA
971,Sliced Avocado,Food - Produce,Philippines,1,35.31,2026-03-30,TARJETA
972,Vegetarian Chili,Food - Canned Goods,United States,13,793.25,2025-04-16,BIZUM
973,Herb-Infused Olive Oil,Food - Oils,China,10,125.62,2025-07-18,BIZUM
974,Athletic Compression Tights,Clothing - Activewear,Portugal,10,53.75,2025-01-01,TRANSFERENCIA
975,Garden Tool Belt,Garden,Indonesia,12,971.47,2025-11-25,TRANSFERENCIA
976,Tomato Paste,Food - Canned Goods,Indonesia,19,254.77,2025-11-27,TARJETA
977,Caramelized Onion Dip,Food - Dairy,Czech Republic,14,589.52,2026-03-05,BIZUM
978,Frozen Vegetarian Pizza,Food - Frozen Meals,China,6,787.63,2025-09-13,TRANSFERENCIA
979,Orange Ginger Vinaigrette,Food - Condiments,Macedonia,2,211.56,2025-06-18,TARJETA
980,Camping Tent,Outdoor,Croatia,18,514.17,2025-10-17,TARJETA
981,Handmade Leather Journal,Books,Indonesia,11,724.77,2025-02-24,TARJETA
982,Flavored Popcorn Mix,Food - Snacks,Brazil,17,82.92,2026-01-11,TARJETA
983,Coffee Capsule Dispenser,Kitchen,Malta,15,734.0,2026-02-17,BIZUM
984,Denim Jacket,Clothing - Outerwear,Indonesia,16,396.91,2026-01-01,TARJETA
985,Spice Rack,Kitchen,Argentina,20,722.42,2025-11-27,BIZUM
986,Graphic Print Leggings,Clothing - Activewear,Sweden,3,713.18,2026-01-22,BIZUM
987,Fleece Hoodie,Clothing - Outerwear,Serbia,9,691.79,2025-05-28,TRANSFERENCIA
988,Spicy Tuna Sushi Kit,Food - Prepared Meals,Venezuela,17,349.25,2025-07-29,BIZUM
989,Turkey Bacon,Food - Meat,Angola,2,205.38,2025-02-26,BIZUM
990,Foam Building Blocks for Kids,Toys,South Africa,10,587.49,2025-12-21,TARJETA
991,Smart Light Switch,Smart Home,Mongolia,2,817.06,2025-01-14,TRANSFERENCIA
992,Portable USB-C Monitor,Electronics,South Korea,6,768.29,2025-07-15,TARJETA
993,Classic Slim Fit Shirt,Clothing - Shirts,China,13,369.0,2025-08-23,TARJETA
994,Chilli Lime Corn on the Cob,Food - Vegetable,China,17,384.97,2026-01-03,TARJETA
995,Hiking Water Bottle with Filter,Outdoor,Russia,20,287.71,2025-03-24,BIZUM
996,Portable SSD,Storage,Philippines,8,224.08,2025-11-18,TRANSFERENCIA
997,Foldable Picnic Table,Outdoor,Vietnam,3,742.62,2025-08-10,BIZUM
998,Men's Waterproof Hiking Boots,Footwear,Vietnam,13,581.3,2026-02-21,TARJETA
999,Children's Garden Tool Set,Garden,Brazil,11,436.01,2025-03-03,TRANSFERENCIA
1000,Coconut Granola,Food - Snacks,Brazil,3,873.86,2025-04-10,TRANSFERENCIA
